store_id,date,cash_transactions,card_transactions,total_transactions,amount_cash,amount_card,amount_total,units_sold,has_promotion,day_of_week,region,store_format,is_holiday,is_buen_fin,is_navidad_season,is_payday,amount_cash_lag_1,cash_tx_lag_1,amount_cash_lag_7,cash_tx_lag_7,amount_cash_lag_14,cash_tx_lag_14,amount_cash_roll7_mean,amount_cash_roll7_std,amount_cash_roll7_max,amount_cash_roll28_mean,amount_cash_roll28_std,amount_cash_roll28_max,cash_ratio,days_since_payday,days_until_payday
STR_001,2024-03-16,3244.0,,7380.0,1036293.33,,,,,5,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,962072.7446428572,217187.0074670617,1443742.98,0.4395663956639566,1,15
STR_001,2024-03-17,3244.0,,7380.0,1036293.33,,,,,6,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,947520.9714285714,196371.59243299943,1345484.03,0.4395663956639566,2,14
STR_001,2024-03-18,3244.0,,7380.0,1036293.33,,,,,0,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,948227.6342857142,196664.4228978331,1345484.03,0.4395663956639566,3,13
STR_001,2024-03-19,3244.0,,7380.0,1036293.33,,,,,1,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,964712.6464285712,183071.4686457351,1345484.03,0.4395663956639566,4,12
STR_001,2024-03-20,3244.0,,7380.0,1036293.33,,,,,2,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,976511.61,176295.49401226375,1345484.03,0.4395663956639566,5,11
STR_001,2024-03-21,3244.0,,7380.0,1036293.33,,,,,3,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,993399.0642857142,156835.25551518475,1345484.03,0.4395663956639566,6,10
STR_001,2024-03-22,3244.0,,7380.0,1036293.33,,,,,4,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1000609.8964285712,153867.08830328833,1345484.03,0.4395663956639566,7,9
STR_001,2024-03-23,3244.0,,7380.0,1036293.33,,,,,5,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1010679.4060714284,146188.11390100926,1345484.03,0.4395663956639566,8,8
STR_001,2024-03-24,3244.0,,7380.0,1036293.33,,,,,6,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1005019.9596428572,141799.3406235834,1345484.03,0.4395663956639566,9,7
STR_001,2024-03-25,3244.0,,7380.0,1036293.33,,,,,0,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,993977.434642857,125393.96073375602,1036293.33,0.4395663956639566,10,6
STR_001,2024-03-26,3244.0,,7380.0,1036293.33,,,,,1,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1007280.5717857144,107558.81950520356,1036293.33,0.4395663956639566,11,5
STR_001,2024-03-27,3244.0,,7380.0,1036293.33,,,,,2,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1019836.2053571428,87082.91820038081,1036293.33,0.4395663956639566,12,4
STR_001,2024-03-28,3244.0,,7380.0,1036293.33,,,,,3,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1036293.33,0.0,1036293.33,0.4395663956639566,13,3
STR_001,2024-03-29,3244.0,,7380.0,1036293.33,,,,,4,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1036293.33,0.0,1036293.33,0.4395663956639566,14,2
STR_001,2024-03-30,3244.0,,7380.0,1036293.33,,,,,5,Norte,Supercenter,False,False,False,False,1036293.33,3244.0,1036293.33,3244.0,1036293.33,3244.0,1036293.33,0.0,1036293.33,1036293.33,0.0,1036293.33,0.4395663956639566,15,1
STR_002,2024-03-01,1806.0,,6042.0,474623.78,,,,,4,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,619617.12,2606.0,514853.11,2020.0,569593.3857142857,135434.45429039348,766989.44,571560.7439285715,186500.99481564865,967937.1,0.2989076464746772,1,14
STR_002,2024-03-02,1806.0,,6042.0,474623.78,,,,,5,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,766989.44,2921.0,967937.1,3685.0,548880.0514285715,137579.3740298287,766989.44,564253.18,186134.0080660059,967937.1,0.2989076464746772,2,13
STR_002,2024-03-03,1806.0,,6042.0,474623.78,,,,,6,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,728751.28,2914.0,721415.14,2834.0,507113.52857142856,99414.70078504048,728751.28,549216.2735714286,175046.26412079632,967937.1,0.2989076464746772,3,12
STR_002,2024-03-04,1806.0,,6042.0,474623.78,,,,,0,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,465772.21,1681.0,442355.1,1688.0,470809.6,18285.516531581918,496280.78,538165.0639285714,169345.82228418157,967937.1,0.2989076464746772,4,11
STR_002,2024-03-05,1806.0,,6042.0,474623.78,,,,,1,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,435119.09,1542.0,540445.53,1998.0,472074.11,18184.885946118964,496280.78,544696.6146428572,162893.29055395004,967937.1,0.2989076464746772,5,10
STR_002,2024-03-06,1806.0,,6042.0,474623.78,,,,,2,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,496280.78,1891.0,518962.5,1886.0,477717.63714285713,8185.576592025163,496280.78,542746.9067857142,163411.3366055178,967937.1,0.2989076464746772,6,9
STR_002,2024-03-07,1806.0,,6042.0,474623.78,,,,,3,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,253245.13,1249.0,474623.78,0.0324619826459586,474623.78,544057.4382142856,162685.1092921167,967937.1,0.2989076464746772,7,8
STR_002,2024-03-08,1806.0,,6042.0,474623.78,,,,,4,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,619617.12,2606.0,474623.78,0.0324619826459586,474623.78,541011.2607142858,163174.94665202405,967937.1,0.2989076464746772,8,7
STR_002,2024-03-09,1806.0,,6042.0,474623.78,,,,,5,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,766989.44,2921.0,474623.78,0.0324619826459586,474623.78,538073.4071428572,163618.50424677046,967937.1,0.2989076464746772,9,6
STR_002,2024-03-10,1806.0,,6042.0,474623.78,,,,,6,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,728751.28,2914.0,474623.78,0.0324619826459586,474623.78,522505.5578571428,146734.59536854466,967937.1,0.2989076464746772,10,5
STR_002,2024-03-11,1806.0,,6042.0,474623.78,,,,,0,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,465772.21,1681.0,474623.78,0.0324619826459586,474623.78,513622.41857142857,141562.98626880077,967937.1,0.2989076464746772,11,4
STR_002,2024-03-12,1806.0,,6042.0,474623.78,,,,,1,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,435119.09,1542.0,474623.78,0.0324619826459586,474623.78,517599.7425,138717.7856087878,967937.1,0.2989076464746772,12,3
STR_002,2024-03-13,1806.0,,6042.0,474623.78,,,,,2,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,496280.78,1891.0,474623.78,0.0324619826459586,474623.78,523193.86499999993,133427.3053218707,967937.1,0.2989076464746772,13,2
STR_002,2024-03-14,1806.0,,6042.0,474623.78,,,,,3,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,524627.8260714286,132651.9952954735,967937.1,0.2989076464746772,14,1
STR_002,2024-03-15,1806.0,,6042.0,474623.78,,,,,4,Occidente,Supercenter,False,False,False,True,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,521110.7225,132624.66291753377,967937.1,0.2989076464746772,0,0
STR_002,2024-03-16,1806.0,,6042.0,474623.78,,,,,5,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,519673.96071428567,132912.55980036408,967937.1,0.2989076464746772,1,15
STR_002,2024-03-17,1806.0,,6042.0,474623.78,,,,,6,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,502055.6278571429,99883.91955034756,766989.44,0.2989076464746772,2,14
STR_002,2024-03-18,1806.0,,6042.0,474623.78,,,,,0,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,493241.6507142857,90232.6677090744,766989.44,0.2989076464746772,3,13
STR_002,2024-03-19,1806.0,,6042.0,474623.78,,,,,1,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,494394.1035714285,89763.52113667633,766989.44,0.2989076464746772,4,12
STR_002,2024-03-20,1806.0,,6042.0,474623.78,,,,,2,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,492043.3267857143,89373.87599939478,766989.44,0.2989076464746772,5,11
STR_002,2024-03-21,1806.0,,6042.0,474623.78,,,,,3,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,490459.8010714286,89271.9958208476,766989.44,0.2989076464746772,6,10
STR_002,2024-03-22,1806.0,,6042.0,474623.78,,,,,4,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,498366.18142857135,76353.43864375885,766989.44,0.2989076464746772,7,9
STR_002,2024-03-23,1806.0,,6042.0,474623.78,,,,,5,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,493187.84785714286,72652.64203209887,766989.44,0.2989076464746772,8,8
STR_002,2024-03-24,1806.0,,6042.0,474623.78,,,,,6,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,482746.2171428571,49005.483874833975,728751.28,0.2989076464746772,9,7
STR_002,2024-03-25,1806.0,,6042.0,474623.78,,,,,0,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,473670.235,8782.426743349743,496280.78,0.2989076464746772,10,6
STR_002,2024-03-26,1806.0,,6042.0,474623.78,,,,,1,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,473986.3625,8645.85053767169,496280.78,0.2989076464746772,11,5
STR_002,2024-03-27,1806.0,,6042.0,474623.78,,,,,2,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,475397.24428571423,4092.788295880746,496280.78,0.2989076464746772,12,4
STR_002,2024-03-28,1806.0,,6042.0,474623.78,,,,,3,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,474623.78,0.0,474623.78,0.2989076464746772,13,3
STR_002,2024-03-29,1806.0,,6042.0,474623.78,,,,,4,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,474623.78,0.0,474623.78,0.2989076464746772,14,2
STR_002,2024-03-30,1806.0,,6042.0,474623.78,,,,,5,Occidente,Supercenter,False,False,False,False,474623.78,1806.0,474623.78,1806.0,474623.78,1806.0,474623.78,0.0324619826459586,474623.78,474623.78,0.0,474623.78,0.2989076464746772,15,1
STR_003,2024-03-01,3033.0,,7557.0,633050.03,,,,,4,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,581042.54,3023.0,534369.09,2663.0,610299.4157142857,113095.46712031924,764919.59,563309.4739285714,146907.51952312444,815483.5499999999,0.4013497419610957,1,14
STR_003,2024-03-02,3033.0,,7557.0,633050.03,,,,,5,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,748099.18,3444.0,750624.75,3621.0,617729.0571428572,112560.1593004792,764919.59,565136.7325,147464.27827527717,815483.5499999999,0.4013497419610957,2,13
STR_003,2024-03-03,3033.0,,7557.0,633050.03,,,,,6,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,764919.59,3846.0,749982.45,3042.0,601293.4642857143,97780.53577445573,764919.59,560360.5278571428,142782.6908187963,815483.5499999999,0.4013497419610957,3,12
STR_003,2024-03-04,3033.0,,7557.0,633050.03,,,,,0,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,472508.0,2194.0,396800.84,2051.0,582454.9557142857,69662.21318065895,633050.03,553845.045,134639.92836226046,764919.59,0.4013497419610957,4,11
STR_003,2024-03-05,3033.0,,7557.0,633050.03,,,,,1,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,500761.51,2183.0,518903.03,2505.0,605389.5314285716,51488.6861361203,633050.03,569424.1932142858,115706.23082770032,764919.59,0.4013497419610957,5,10
STR_003,2024-03-06,3033.0,,7557.0,633050.03,,,,,2,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,571715.06,2524.0,347701.27,1960.0,624287.8914285714,23182.43961305942,633050.03,576157.9039285715,113634.93928715304,764919.59,0.4013497419610957,6,9
STR_003,2024-03-07,3033.0,,7557.0,633050.03,,,,,3,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,589014.47,2770.0,633050.03,0.0,633050.03,582319.5285714286,111795.26365907368,764919.59,0.4013497419610957,7,8
STR_003,2024-03-08,3033.0,,7557.0,633050.03,,,,,4,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,581042.54,3023.0,633050.03,0.0,633050.03,591666.1867857144,104184.22912449732,764919.59,0.4013497419610957,8,7
STR_003,2024-03-09,3033.0,,7557.0,633050.03,,,,,5,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,748099.18,3444.0,633050.03,0.0,633050.03,590453.095,103469.67354840072,764919.59,0.4013497419610957,9,6
STR_003,2024-03-10,3033.0,,7557.0,633050.03,,,,,6,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,764919.59,3846.0,633050.03,0.0,633050.03,596415.9285714285,100814.13419242347,764919.59,0.4013497419610957,10,5
STR_003,2024-03-11,3033.0,,7557.0,633050.03,,,,,0,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,472508.0,2194.0,633050.03,0.0,633050.03,595645.1007142857,100434.31412367118,764919.59,0.4013497419610957,11,4
STR_003,2024-03-12,3033.0,,7557.0,633050.03,,,,,1,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,500761.51,2183.0,633050.03,0.0,633050.03,601147.0478571429,97997.5039627695,764919.59,0.4013497419610957,12,3
STR_003,2024-03-13,3033.0,,7557.0,633050.03,,,,,2,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,571715.06,2524.0,633050.03,0.0,633050.03,605151.6667857143,96882.38177963004,764919.59,0.4013497419610957,13,2
STR_003,2024-03-14,3033.0,,7557.0,633050.03,,,,,3,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,605312.9317857142,96926.49328961824,764919.59,0.4013497419610957,14,1
STR_003,2024-03-15,3033.0,,7557.0,633050.03,,,,,4,Occidente,Supercenter,False,False,False,True,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,607935.4367857144,96637.3594230134,764919.59,0.4013497419610957,0,0
STR_003,2024-03-16,3033.0,,7557.0,633050.03,,,,,5,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,611459.7560714287,95649.43546943256,764919.59,0.4013497419610957,1,15
STR_003,2024-03-17,3033.0,,7557.0,633050.03,,,,,6,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,607260.6589285714,91817.75999714468,764919.59,0.4013497419610957,2,14
STR_003,2024-03-18,3033.0,,7557.0,633050.03,,,,,0,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,603084.5010714286,87650.56509150068,764919.59,0.4013497419610957,3,13
STR_003,2024-03-19,3033.0,,7557.0,633050.03,,,,,1,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,611521.9721428572,77884.6299047668,764919.59,0.4013497419610957,4,12
STR_003,2024-03-20,3033.0,,7557.0,633050.03,,,,,2,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,615598.6507142857,75817.0968548439,764919.59,0.4013497419610957,5,11
STR_003,2024-03-21,3033.0,,7557.0,633050.03,,,,,3,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,625789.6778571429,54714.68616765398,764919.59,0.4013497419610957,6,10
STR_003,2024-03-22,3033.0,,7557.0,633050.03,,,,,4,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,627362.3764285715,54249.37547463344,764919.59,0.4013497419610957,7,9
STR_003,2024-03-23,3033.0,,7557.0,633050.03,,,,,5,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,629219.7867857143,53489.72932541747,764919.59,0.4013497419610957,8,8
STR_003,2024-03-24,3033.0,,7557.0,633050.03,,,,,6,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,625110.8885714285,48174.342431218174,764919.59,0.4013497419610957,9,7
STR_003,2024-03-25,3033.0,,7557.0,633050.03,,,,,0,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,620401.2614285714,39700.83344901523,633050.03,0.4013497419610957,10,6
STR_003,2024-03-26,3033.0,,7557.0,633050.03,,,,,1,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,626134.9053571429,27164.315168548157,633050.03,0.4013497419610957,11,5
STR_003,2024-03-27,3033.0,,7557.0,633050.03,,,,,2,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,630859.4953571429,11591.219806545829,633050.03,0.4013497419610957,12,4
STR_003,2024-03-28,3033.0,,7557.0,633050.03,,,,,3,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,633050.03,0.0075410374799887,633050.03,0.4013497419610957,13,3
STR_003,2024-03-29,3033.0,,7557.0,633050.03,,,,,4,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,633050.03,0.0075410374799887,633050.03,0.4013497419610957,14,2
STR_003,2024-03-30,3033.0,,7557.0,633050.03,,,,,5,Occidente,Supercenter,False,False,False,False,633050.03,3033.0,633050.03,3033.0,633050.03,3033.0,633050.03,0.0,633050.03,633050.03,0.0075410374799887,633050.03,0.4013497419610957,15,1
STR_004,2024-03-01,3208.0,,7321.0,859060.88,,,,,4,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,695815.0,2716.0,444621.29,1749.0,637408.2142857143,210089.9412597148,859060.88,581317.5357142857,172749.0202890735,864224.27,0.4381915038929108,1,14
STR_004,2024-03-02,3208.0,,7321.0,859060.88,,,,,5,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,857560.97,3262.0,761406.8200000001,2557.0,660729.0542857143,226104.03986649495,859060.88,588763.1785714286,180178.04701820595,864224.27,0.4381915038929108,2,13
STR_004,2024-03-03,3208.0,,7321.0,859060.88,,,,,6,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,742399.72,3010.0,864224.27,3462.0,660943.3271428571,226322.26644068936,859060.88,597781.9942857142,187280.6394638554,864224.27,0.4381915038929108,3,12
STR_004,2024-03-04,3208.0,,7321.0,859060.88,,,,,0,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,310624.02,1378.0,499305.71,1890.0,677609.2071428571,237347.0629130426,859060.88,612347.6867857144,191276.92115972075,864224.27,0.4381915038929108,4,11
STR_004,2024-03-05,3208.0,,7321.0,859060.88,,,,,1,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,437997.26,1656.0,509789.91,1913.0,755957.33,179480.43215273626,859060.88,632512.5492857143,186216.2162338393,864224.27,0.4381915038929108,5,10
STR_004,2024-03-06,3208.0,,7321.0,859060.88,,,,,2,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,558399.65,2038.0,418168.45,1885.0,816109.2757142857,113639.26335125396,859060.88,646544.9064285714,188011.11204273909,864224.27,0.4381915038929108,6,9
STR_004,2024-03-07,3208.0,,7321.0,859060.88,,,,,3,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,859060.88,3208.0,465761.99,1975.0,859060.88,0.0,859060.88,659219.9960714286,190008.91839984604,864224.27,0.4381915038929108,7,8
STR_004,2024-03-08,3208.0,,7321.0,859060.88,,,,,4,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,859060.88,3208.0,695815.0,2716.0,859060.88,0.0,859060.88,670040.4660714286,192528.3341786189,864224.27,0.4381915038929108,8,7
STR_004,2024-03-09,3208.0,,7321.0,859060.88,,,,,5,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,859060.88,3208.0,857560.97,3262.0,859060.88,0.0,859060.88,671572.9053571428,193900.27201320737,864224.27,0.4381915038929108,9,6
STR_004,2024-03-10,3208.0,,7321.0,859060.88,,,,,6,Oriente,Supercenter,False,False,False,False,859060.88,3208.0,859060.88,3208.0,742399.72,3010.0,859060.88,0.0,859060.88,677433.7471428572,197087.18162448425,864224.27,0.4381915038929108,10,5
